id,device_id,name,description,value,min,max
3_degrees_audio_hue_stereo_multi_fx_cc_15,3_degrees_audio_hue_stereo_multi_fx,Enable,Enables the effect,0,1,1
3_degrees_audio_hue_stereo_multi_fx_cc_16,3_degrees_audio_hue_stereo_multi_fx,Bypass,Bypasses the effect,0,0,0
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_0,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 1,Set Parameter 1,1,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_1,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 2,Set Parameter 2,2,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_2,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 3,Set Parameter 3,3,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_3,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 4,Set Parameter 4,4,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_4,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 5,Set Parameter 5,5,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_5,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 6,Set Parameter 6,6,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_6,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 7,Set Parameter 7,7,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_7,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 8,Set Parameter 8,8,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_8,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 9,Set Parameter 9,9,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_9,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 10,Set Parameter 10,10,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_10,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 11,Set Parameter 11,11,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_11,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 12,Set Parameter 12,12,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_12,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 13,Set Parameter 13,13,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_13,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 14,Set Parameter 14,14,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_14,3_degrees_audio_hue_stereo_multi_effect_pedal,Parameter 15,Set Parameter 15,15,0,127
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_15,3_degrees_audio_hue_stereo_multi_effect_pedal,Enable,,0,1,1
3_degrees_audio_hue_stereo_multi_effect_pedal_cc_16,3_degrees_audio_hue_stereo_multi_effect_pedal,Bypass,,0,0,0
art_sgx_2000/nitro/t2_cc_0,art_sgx_2000/nitro/t2,Left Expression Pedal,Controls parameter assigned to left X15 expression pedal,4,0,127
art_sgx_2000/nitro/t2_cc_1,art_sgx_2000/nitro/t2,Right Expression Pedal,Controls parameter assigned to right X15 expression pedal,11,0,127
art_sgx_2000/nitro/t2_cc_2,art_sgx_2000/nitro/t2,Exciter,Controls the exciter effect module,70,0,127
art_sgx_2000/nitro/t2_cc_3,art_sgx_2000/nitro/t2,Compressor,Controls the compressor effect module,71,0,127
art_sgx_2000/nitro/t2_cc_4,art_sgx_2000/nitro/t2,Distortion,Controls the distortion effect module,72,0,127
art_sgx_2000/nitro/t2_cc_5,art_sgx_2000/nitro/t2,Equalizer,Controls the equalizer effect module,73,0,127
art_sgx_2000/nitro/t2_cc_6,art_sgx_2000/nitro/t2,Expander/Noise Gate,Controls the expander/noise gate effect module,74,0,127
art_sgx_2000/nitro/t2_cc_7,art_sgx_2000/nitro/t2,Reverb,Controls the reverb effect module,75,0,127
art_sgx_2000/nitro/t2_cc_8,art_sgx_2000/nitro/t2,Delay,Controls the delay effect module,76,0,127
art_sgx_2000/nitro/t2_cc_9,art_sgx_2000/nitro/t2,Pitch Transposer,Controls the pitch transposer effect module,77,0,127
art_sgx_2000/nitro/t2_cc_10,art_sgx_2000/nitro/t2,Flange/Chorus,Controls the flange/chorus effect module,78,0,127
art_sgx_2000/nitro/t2_cc_11,art_sgx_2000/nitro/t2,Special Effects,Controls the special effects module,79,0,127
art_sgx_2000/nitro/t2_cc_12,art_sgx_2000/nitro/t2,Bypass,Controls the global bypass function,84,0,127
asm_hydrasynth_cc_0,asm_hydrasynth,AMP Lfo2amt,,62,0,127
asm_hydrasynth_cc_1,asm_hydrasynth,ARP Division,,106,0,127
asm_hydrasynth_cc_2,asm_hydrasynth,ARP Gate,,107,0,127
asm_hydrasynth_cc_3,asm_hydrasynth,ARP Mode,,108,0,127
asm_hydrasynth_cc_4,asm_hydrasynth,ARP Ratchet,,109,0,127
asm_hydrasynth_cc_5,asm_hydrasynth,ARP Chance,,110,0,127
asm_hydrasynth_cc_6,asm_hydrasynth,ARP Octave,,120,0,127
asm_hydrasynth_cc_7,asm_hydrasynth,ARP Length,,122,0,127
asm_hydrasynth_cc_8,asm_hydrasynth,Delay Feedback,,14,0,127
asm_hydrasynth_cc_9,asm_hydrasynth,Delay Time,,15,0,127
asm_hydrasynth_cc_10,asm_hydrasynth,Delay WET Tone,,63,0,127
asm_hydrasynth_cc_11,asm_hydrasynth,Delay DRY WET,,92,0,127
asm_hydrasynth_cc_12,asm_hydrasynth,ENV1 Attack,,81,0,127
asm_hydrasynth_cc_13,asm_hydrasynth,ENV1 Decay,,82,0,127
asm_hydrasynth_cc_14,asm_hydrasynth,ENV1 Sustain,,83,0,127
asm_hydrasynth_cc_15,asm_hydrasynth,ENV1 Release,,84,0,127
asm_hydrasynth_cc_16,asm_hydrasynth,ENV2 Attack,,85,0,127
asm_hydrasynth_cc_17,asm_hydrasynth,ENV2 Decay,,86,0,127
asm_hydrasynth_cc_18,asm_hydrasynth,ENV2 Sustain,,87,0,127
asm_hydrasynth_cc_19,asm_hydrasynth,ENV2 Release,,88,0,127
asm_hydrasynth_cc_20,asm_hydrasynth,ENV3 Attack,,89,0,127
asm_hydrasynth_cc_21,asm_hydrasynth,ENV3 Decay,,90,0,127
asm_hydrasynth_cc_22,asm_hydrasynth,ENV3 Sustain,,96,0,127
asm_hydrasynth_cc_23,asm_hydrasynth,ENV3 Release,,97,0,127
asm_hydrasynth_cc_24,asm_hydrasynth,ENV4 Attack,,25,0,127
asm_hydrasynth_cc_25,asm_hydrasynth,ENV4 Decay,,27,0,127
asm_hydrasynth_cc_26,asm_hydrasynth,ENV4 Release,,124,0,127
asm_hydrasynth_cc_27,asm_hydrasynth,ENV4 Sustain,,125,0,127
asm_hydrasynth_cc_28,asm_hydrasynth,ENV5 Attack,,102,0,127
asm_hydrasynth_cc_29,asm_hydrasynth,ENV5 Decay,,103,0,127
asm_hydrasynth_cc_30,asm_hydrasynth,ENV5 Sustain,,104,0,127
asm_hydrasynth_cc_31,asm_hydrasynth,ENV5 Release,,105,0,127
asm_hydrasynth_cc_32,asm_hydrasynth,F1 Drive,,50,0,127
asm_hydrasynth_cc_33,asm_hydrasynth,F1 Keytrack,,51,0,127
asm_hydrasynth_cc_34,asm_hydrasynth,F1 Lfo1amt,,52,0,127
asm_hydrasynth_cc_35,asm_hydrasynth,F1 VEL ENV,,53,0,127
asm_hydrasynth_cc_36,asm_hydrasynth,F1 Env1amt,,54,0,127
asm_hydrasynth_cc_37,asm_hydrasynth,F1 RES,,71,0,127
asm_hydrasynth_cc_38,asm_hydrasynth,F1 Cutoff,,74,0,127
asm_hydrasynth_cc_39,asm_hydrasynth,F2 Cutoff,,55,0,127
asm_hydrasynth_cc_40,asm_hydrasynth,F2 RES,,56,0,127
asm_hydrasynth_cc_41,asm_hydrasynth,F2 Type,,57,0,127
asm_hydrasynth_cc_42,asm_hydrasynth,F2 Keytrack,,58,0,127
asm_hydrasynth_cc_43,asm_hydrasynth,F2 Lfo1amt,,59,0,127
asm_hydrasynth_cc_44,asm_hydrasynth,F2 VEL ENV,,60,0,127
asm_hydrasynth_cc_45,asm_hydrasynth,F2 Env1amt,,61,0,127
asm_hydrasynth_cc_46,asm_hydrasynth,LFO1 Gain,,70,0,127
asm_hydrasynth_cc_47,asm_hydrasynth,LFO1 Rate,,72,0,127
asm_hydrasynth_cc_48,asm_hydrasynth,LFO2 Gain,,28,0,127
asm_hydrasynth_cc_49,asm_hydrasynth,LFO2 Rate,,73,0,127
asm_hydrasynth_cc_50,asm_hydrasynth,LFO3 Gain,,75,0,127
asm_hydrasynth_cc_51,asm_hydrasynth,LFO3 Rate,,76,0,127
asm_hydrasynth_cc_52,asm_hydrasynth,LFO4 Gain,,77,0,127
asm_hydrasynth_cc_53,asm_hydrasynth,LFO4 Rate,,78,0,127
asm_hydrasynth_cc_54,asm_hydrasynth,LFO5 Gain,,79,0,127
asm_hydrasynth_cc_55,asm_hydrasynth,LFO5 Rate,,80,0,127
asm_hydrasynth_cc_56,asm_hydrasynth,Macro1,,16,0,127
asm_hydrasynth_cc_57,asm_hydrasynth,Macro2,,17,0,127
asm_hydrasynth_cc_58,asm_hydrasynth,Macro3,,18,0,127
asm_hydrasynth_cc_59,asm_hydrasynth,Macro4,,19,0,127
asm_hydrasynth_cc_60,asm_hydrasynth,Macro5,,20,0,127
asm_hydrasynth_cc_61,asm_hydrasynth,Macro6,,21,0,127
asm_hydrasynth_cc_62,asm_hydrasynth,Macro7,,22,0,127
asm_hydrasynth_cc_63,asm_hydrasynth,Macro8,,23,0,127
asm_hydrasynth_cc_64,asm_hydrasynth,Noise VOL,,3,0,127
asm_hydrasynth_cc_65,asm_hydrasynth,Noise PAN,,8,0,127
asm_hydrasynth_cc_66,asm_hydrasynth,Ring MOD VOL,,9,0,127
asm_hydrasynth_cc_67,asm_hydrasynth,Ring MOD PAN,,10,0,127
asm_hydrasynth_cc_68,asm_hydrasynth,RM12 Depth,,43,0,127
asm_hydrasynth_cc_69,asm_hydrasynth,OSC1 VOL,,44,0,127
asm_hydrasynth_cc_70,asm_hydrasynth,OSC1 PAN,,45,0,127
asm_hydrasynth_cc_71,asm_hydrasynth,OSC2 VOL,,46,0,127
asm_hydrasynth_cc_72,asm_hydrasynth,OSC2 PAN,,47,0,127
asm_hydrasynth_cc_73,asm_hydrasynth,OSC3 VOL,,48,0,127
asm_hydrasynth_cc_74,asm_hydrasynth,OSC3 PAN,,49,0,127
asm_hydrasynth_cc_75,asm_hydrasynth,OSC3 F Rate,,114,0,127
asm_hydrasynth_cc_76,asm_hydrasynth,Noise F Rate,,115,0,127
asm_hydrasynth_cc_77,asm_hydrasynth,Ring MOD F Rate,,116,0,127
asm_hydrasynth_cc_78,asm_hydrasynth,OSC1 F Rate,,118,0,127
asm_hydrasynth_cc_79,asm_hydrasynth,OSC2 F Rate,,119,0,127
asm_hydrasynth_cc_80,asm_hydrasynth,MUT1 Ratio,,29,0,127
asm_hydrasynth_cc_81,asm_hydrasynth,MUT1 Depth,,30,0,127
asm_hydrasynth_cc_82,asm_hydrasynth,MUT1 DRY WET,,31,0,127
asm_hydrasynth_cc_83,asm_hydrasynth,MUT2 Ratio,,33,0,127
asm_hydrasynth_cc_84,asm_hydrasynth,MUT2 Depth,,34,0,127
asm_hydrasynth_cc_85,asm_hydrasynth,MUT2 DRY WET,,35,0,127
asm_hydrasynth_cc_86,asm_hydrasynth,MUT3 Ratio,,36,0,127
asm_hydrasynth_cc_87,asm_hydrasynth,MUT3 Depth,,37,0,127
asm_hydrasynth_cc_88,asm_hydrasynth,MUT3 DRY WET,,39,0,127
asm_hydrasynth_cc_89,asm_hydrasynth,MUT4 Ratio,,40,0,127
asm_hydrasynth_cc_90,asm_hydrasynth,MUT4 Depth,,41,0,127
asm_hydrasynth_cc_91,asm_hydrasynth,MUT4 DRY WET,,42,0,127
asm_hydrasynth_cc_92,asm_hydrasynth,OSC1 Wavscan,,24,0,127
asm_hydrasynth_cc_93,asm_hydrasynth,OSC1 Cent,,111,0,127
asm_hydrasynth_cc_94,asm_hydrasynth,OSC2 WAV Scan,,26,0,127
asm_hydrasynth_cc_95,asm_hydrasynth,OSC2 Cent,,112,0,127
asm_hydrasynth_cc_96,asm_hydrasynth,OSC3 Cent,,113,0,127
asm_hydrasynth_cc_97,asm_hydrasynth,Post Param1,,68,0,127
asm_hydrasynth_cc_98,asm_hydrasynth,Post Param2,,69,0,127
asm_hydrasynth_cc_99,asm_hydrasynth,Post MIX,,94,0,127
asm_hydrasynth_cc_100,asm_hydrasynth,PRE Param1,,12,0,127
asm_hydrasynth_cc_101,asm_hydrasynth,PRE Param2,,13,0,127
asm_hydrasynth_cc_102,asm_hydrasynth,PRE MIX,,93,0,127
asm_hydrasynth_cc_103,asm_hydrasynth,Reverb Time,,65,0,127
asm_hydrasynth_cc_104,asm_hydrasynth,Reverb Tone,,67,0,127
asm_hydrasynth_cc_105,asm_hydrasynth,Reverb DRY WET,,91,0,127
asm_hydrasynth_cc_106,asm_hydrasynth,Mod wheel,,1,0,127
asm_hydrasynth_cc_107,asm_hydrasynth,Volume,,7,0,127
asm_hydrasynth_cc_108,asm_hydrasynth,EXP Pedal,,11,0,127
asm_hydrasynth_cc_109,asm_hydrasynth,SUS Pedal,,64,0,127
asm_hydrasynth_cc_110,asm_hydrasynth,Note OFF,,123,0,127
asm_hydrasynth_cc_111,asm_hydrasynth,Glide Time,,5,0,127
asm_hydrasynth_cc_112,asm_hydrasynth,Glide,,66,0,127
asm_hydrasynth_cc_113,asm_hydrasynth,Detune,,95,0,127
asm_hydrasynth_cc_114,asm_hydrasynth,ST Width,,117,0,127
abildgard_droid-3_cc_0,abildgard_droid-3,Value Interpreter Mode,Changes the interpretation of values,16,0,3
abildgard_droid-3_cc_1,abildgard_droid-3,Mixing Structure,Changes filter type and routing.,20,0,127
abildgard_droid-3_cc_2,abildgard_droid-3,10=HP,11=BJ,,10,11
abildgard_droid-3_cc_3,abildgard_droid-3,Filter cutoff 1,Changes the cutoff of filter 1,21,0,127
abildgard_droid-3_cc_4,abildgard_droid-3,Filter cutoff 2/Filter width,"""Changes the cutoff of filter 2 or filter band width",,0,0
abildgard_droid-3_cc_5,abildgard_droid-3,Arpeggio speed,Changes the speed of the arpeggio,23,0,127
abildgard_droid-3_cc_6,abildgard_droid-3,DCO2 and Env2 step amount,Changes the stepping of DCO2 and Env2,24,0,7
abildgard_droid-3_cc_7,abildgard_droid-3,Various modes,Changes various modes,25,0,127
abildgard_droid-3_cc_8,abildgard_droid-3,DCO1 Waveform,Changes the waveform of DCO1,26,0,31
abildgard_droid-3_cc_9,abildgard_droid-3,DCO1 PW,Changes the pulse width of DCO1,27,0,127
abildgard_droid-3_cc_10,abildgard_droid-3,DCO1 offset,Changes the offset of DCO1,28,0,127
abildgard_droid-3_cc_11,abildgard_droid-3,DCO1 amplitude,Changes the amplitude of DCO1,29,0,127
abildgard_droid-3_cc_12,abildgard_droid-3,DCO1 octave,Changes the octave of DCO1,30,0,63
abildgard_droid-3_cc_13,abildgard_droid-3,DCO1 frequency,Changes the frequency of DCO1,31,0,127
abildgard_droid-3_cc_14,abildgard_droid-3,DCO2 Waveform,Changes the waveform of DCO2,102,0,31
abildgard_droid-3_cc_15,abildgard_droid-3,DCO2 PW,Changes the pulse width of DCO2,103,0,127
abildgard_droid-3_cc_16,abildgard_droid-3,DCO2 offset,Changes the offset of DCO2,104,0,127
abildgard_droid-3_cc_17,abildgard_droid-3,DCO2 amplitude,Changes the amplitude of DCO2,105,0,127
abildgard_droid-3_cc_18,abildgard_droid-3,DCO2 octave,Changes the octave of DCO2,106,0,63
abildgard_droid-3_cc_19,abildgard_droid-3,DCO2 frequency,Changes the frequency of DCO2,107,0,127
abildgard_droid-3_cc_20,abildgard_droid-3,Env1 Attack,Changes the attack of Env1,108,0,127
abildgard_droid-3_cc_21,abildgard_droid-3,Env1 Attack Level,Changes the attack level of Env1,109,0,127
abildgard_droid-3_cc_22,abildgard_droid-3,Env1 Decay,Changes the decay of Env1,110,0,127
abildgard_droid-3_cc_23,abildgard_droid-3,Env1 Sustain Level,Changes the sustain level of Env1,111,0,127
abildgard_droid-3_cc_24,abildgard_droid-3,Env1 Release,Changes the release of Env1,112,0,127
abildgard_droid-3_cc_25,abildgard_droid-3,Env1 Offset,Changes the offset of Env1,113,0,127
abildgard_droid-3_cc_26,abildgard_droid-3,Env2 Attack,Changes the attack of Env2,114,0,127
abildgard_droid-3_cc_27,abildgard_droid-3,Env2 Attack Level,Changes the attack level of Env2,115,0,127
abildgard_droid-3_cc_28,abildgard_droid-3,Env2 Decay,Changes the decay of Env2,116,0,127
abildgard_droid-3_cc_29,abildgard_droid-3,Env2 Sustain Level,Changes the sustain level of Env2,117,0,127
abildgard_droid-3_cc_30,abildgard_droid-3,Env2 Release,Changes the release of Env2,118,0,127
abildgard_droid-3_cc_31,abildgard_droid-3,Env2 Offset,Changes the offset of Env2,119,0,127
abildgard_droid-3_cc_32,abildgard_droid-3,MIDI Channel,Changes the global MIDI channel,120,0,15
access_virus_a_cc_0,access_virus_a,Modulation wheel,,1,0,127
access_virus_a_cc_1,access_virus_a,Portamento time,,5,0,127
access_virus_a_cc_2,access_virus_a,Channel volume,,7,0,127
access_virus_a_cc_3,access_virus_a,Panorama,,10,0,127
access_virus_a_cc_4,access_virus_a,Osc1 shape,,17,0,127
access_virus_a_cc_5,access_virus_a,Osc1 pulsewidth,,18,0,127
access_virus_a_cc_6,access_virus_a,Osc1 wave select,,19,0,64
access_virus_a_cc_7,access_virus_a,Osc1 semitone,,20,0,127
access_virus_a_cc_8,access_virus_a,Osc1 keyfollow,,21,0,127
access_virus_a_cc_9,access_virus_a,Osc2 shape,,22,0,127
access_virus_a_cc_10,access_virus_a,Osc2 pulsewidth,,23,0,127
access_virus_a_cc_11,access_virus_a,Osc2 wave select,,24,0,64
access_virus_a_cc_12,access_virus_a,Osc2 semitone,,25,0,127
access_virus_a_cc_13,access_virus_a,Osc2 detune,,26,0,127
access_virus_a_cc_14,access_virus_a,Osc2 fm amount,,27,0,127
access_virus_a_cc_15,access_virus_a,Osc2 sync,,28,0,1
access_virus_a_cc_16,access_virus_a,Osc2 filt env amt,,29,0,127
access_virus_a_cc_17,access_virus_a,Fm filt env amt,,30,0,127
access_virus_a_cc_18,access_virus_a,Osc2 keyfollow,,31,0,127
access_virus_a_cc_19,access_virus_a,Bank select,,32,0,1
access_virus_a_cc_20,access_virus_a,Osc balance,,33,0,127
access_virus_a_cc_21,access_virus_a,Suboscillator volume,,34,0,127
access_virus_a_cc_22,access_virus_a,Suboscillator shape,,35,0,1
access_virus_a_cc_23,access_virus_a,Osc main volume,,36,0,127
access_virus_a_cc_24,access_virus_a,Noise volume,,37,0,127
access_virus_a_cc_25,access_virus_a,Cutoff,,40,0,127
access_virus_a_cc_26,access_virus_a,Cutoff2,,41,0,127
access_virus_a_cc_27,access_virus_a,Filter1 resonance,,42,0,127
access_virus_a_cc_28,access_virus_a,Filter2 resonance,,43,0,127
access_virus_a_cc_29,access_virus_a,Filter1 env amt,,44,0,127
access_virus_a_cc_30,access_virus_a,Filter2 env amt,,45,0,127
access_virus_a_cc_31,access_virus_a,Filter1 keyfollow,,46,0,127
access_virus_a_cc_32,access_virus_a,Filter2 keyfollow,,47,0,127
access_virus_a_cc_33,access_virus_a,Filter balance,,48,0,127
access_virus_a_cc_34,access_virus_a,Saturation curve,,49,0,6
access_virus_a_cc_35,access_virus_a,Filter1 mode,,51,0,3
access_virus_a_cc_36,access_virus_a,Filter2 mode,,52,0,3
access_virus_a_cc_37,access_virus_a,Filter routing,,53,0,3
access_virus_a_cc_38,access_virus_a,Filter env attack,,54,0,127
access_virus_a_cc_39,access_virus_a,Filter env decay,,55,0,127
access_virus_a_cc_40,access_virus_a,Filter env sustain,,56,0,127
access_virus_a_cc_41,access_virus_a,Filter env sustain time,,57,0,127
access_virus_a_cc_42,access_virus_a,Filter env release,,58,0,127
access_virus_a_cc_43,access_virus_a,Amp env attack,,59,0,127
access_virus_a_cc_44,access_virus_a,Amp env decay,,60,0,127
access_virus_a_cc_45,access_virus_a,Amp env sustain,,61,0,127
access_virus_a_cc_46,access_virus_a,Amp env sustain time,,62,0,127
access_virus_a_cc_47,access_virus_a,Amp env release,,63,0,127
access_virus_a_cc_48,access_virus_a,Hold pedal,,64,0,127
access_virus_a_cc_49,access_virus_a,Lfo1 rate,,67,0,127
access_virus_a_cc_50,access_virus_a,Lfo1 shape,,68,0,5
access_virus_a_cc_51,access_virus_a,Lfo1 env mode,,69,0,1
access_virus_a_cc_52,access_virus_a,Lfo1 mode,,70,0,1
access_virus_a_cc_53,access_virus_a,Lfo1 symmetry,,71,0,127
access_virus_a_cc_54,access_virus_a,Lfo1 keyfollow amt,,72,0,127
access_virus_a_cc_55,access_virus_a,Osc1 lfo1 amount,,74,0,127
access_virus_a_cc_56,access_virus_a,Osc2 lfo1 amount,,75,0,127
access_virus_a_cc_57,access_virus_a,Pw lfo1 amount,,76,0,127
access_virus_a_cc_58,access_virus_a,Reso lfo1 amount,,77,0,127
access_virus_a_cc_59,access_virus_a,Filtgain lfo1 amount,,78,0,127
access_virus_a_cc_60,access_virus_a,Lfo2 rate,,79,0,127
access_virus_a_cc_61,access_virus_a,Lfo2 shape,,80,0,5
access_virus_a_cc_62,access_virus_a,Lfo2 env mode,,81,0,1
access_virus_a_cc_63,access_virus_a,Lfo2 mode,,82,0,1
access_virus_a_cc_64,access_virus_a,Lfo2 symmetry,,83,0,127
access_virus_a_cc_65,access_virus_a,Lfo2 keytrigger,,85,0,127
access_virus_a_cc_66,access_virus_a,Oscshape lfo2 amount,,86,0,127
access_virus_a_cc_67,access_virus_a,Fmamount lfo2 amount,,87,0,127
access_virus_a_cc_68,access_virus_a,Cutoff1 lfo2 amount,,88,0,127
access_virus_a_cc_69,access_virus_a,Cutoff2 lfo2 amount,,89,0,127
access_virus_a_cc_70,access_virus_a,Panorama lfo2 amount,,90,0,127
access_virus_a_cc_71,access_virus_a,Patch volume,,91,0,127
access_virus_a_cc_72,access_virus_a,Transpose,,93,0,127
access_virus_a_cc_73,access_virus_a,Key mode,,94,0,4
access_virus_a_cc_74,access_virus_a,Twin mode,,97,0,1
access_virus_a_cc_75,access_virus_a,Twin detune,,98,0,127
access_virus_a_cc_76,access_virus_a,Panorama spread,,99,0,127
access_virus_a_cc_77,access_virus_a,Twin lfo phase,,100,0,127
access_virus_a_cc_78,access_virus_a,Input mode,,101,0,2
access_virus_a_cc_79,access_virus_a,Input select,,102,0,8
access_virus_a_cc_80,access_virus_a,Chorus mix,,105,0,127
access_virus_a_cc_81,access_virus_a,Chorus rate,,106,0,127
access_virus_a_cc_82,access_virus_a,Chorus depth,,107,0,127
access_virus_a_cc_83,access_virus_a,Chorus delay,,108,0,127
access_virus_a_cc_84,access_virus_a,Chorus feedback,,109,0,127
access_virus_a_cc_85,access_virus_a,Chorus lfo shape,,110,0,5
access_virus_a_cc_86,access_virus_a,Effect send,,113,0,127
access_virus_a_cc_87,access_virus_a,Delay time,,114,0,127
access_virus_a_cc_88,access_virus_a,Delay feedback,,115,0,127
access_virus_a_cc_89,access_virus_a,Delay rate,,116,0,127
access_virus_a_cc_90,access_virus_a,Delay depth,,117,0,127
access_virus_a_cc_91,access_virus_a,Delay lfo shape,,118,0,5
access_virus_a_cc_92,access_virus_a,All notes off,,123,0,0
access_virus_ti_cc_0,access_virus_ti,Osc1: Waveform,,17,0,127
access_virus_ti_cc_1,access_virus_ti,Osc1: Pulsewidth,,18,0,127
access_virus_ti_cc_2,access_virus_ti,Osc1: Wave Select,,19,0,127
access_virus_ti_cc_3,access_virus_ti,Osc1: Semitone,,20,0,127
access_virus_ti_cc_4,access_virus_ti,Osc1: Keyboard Tracking,,21,0,127
access_virus_ti_cc_5,access_virus_ti,Osc2: Waveform,,22,0,127
access_virus_ti_cc_6,access_virus_ti,Osc2: Pulsewidth,,23,0,127
access_virus_ti_cc_7,access_virus_ti,Osc2: Wave Select,,24,0,127
access_virus_ti_cc_8,access_virus_ti,Osc2: Semitone,,25,0,127
access_virus_ti_cc_9,access_virus_ti,Osc2: Detune,,26,0,127
access_virus_ti_cc_10,access_virus_ti,Osc2: FM Amount,,27,0,127
access_virus_ti_cc_11,access_virus_ti,Osc2: Oscillatory Sync,,28,0,127
access_virus_ti_cc_12,access_virus_ti,Osc2: Filter Envelope,,29,0,127
access_virus_ti_cc_13,access_virus_ti,Osc2: Keyboard Tracking,,31,0,127
access_virus_ti_cc_14,access_virus_ti,Osc Global: Oscillator Balance,,33,0,127
access_virus_ti_cc_15,access_virus_ti,Osc Global: Suboscillator Volume,,34,0,127
access_virus_ti_cc_16,access_virus_ti,Osc Global: Oscillator Main Volume,,36,0,127
access_virus_ti_cc_17,access_virus_ti,Osc Global: Noise Volume,,37,0,127
access_virus_ti_cc_18,access_virus_ti,Osc Global: Ring Modulator Volume,,38,0,127
access_virus_ti_cc_19,access_virus_ti,Osc Global: Noise Color,,39,0,127
access_virus_ti_cc_20,access_virus_ti,Osc Global: Suboscillator Shape,,35,0,127
access_virus_ti_cc_21,access_virus_ti,Filter 1: Cutoff,,40,0,127
access_virus_ti_cc_22,access_virus_ti,Filter 1: Resonance,,42,0,127
access_virus_ti_cc_23,access_virus_ti,Filter 1: Envelope Amount,,44,0,127
