id,device_id,name,description,value,min,max
nord_grand_pc_0,nord_grand,Program Change,,0,0,127
nord_lead_a1r_pc_0,nord_lead_a1r,Program Change,,0,0,127
nord_stage_3_pc_0,nord_stage_3,Program Change,,0,0,127
nord_electro_5d_73_pc_0,nord_electro_5d_73,Program Change,,0,0,127
nord_electro_4_hp_pc_0,nord_electro_4_hp,Program Change,,0,0,127
nord_stage_2_ex_pc_0,nord_stage_2_ex,Program Change,,0,0,127
nord_piano_3_pc_0,nord_piano_3,Program Change,,0,0,127
nord_piano_4_pc_0,nord_piano_4,Program Change,,0,0,127
nord_lead_3_pc_0,nord_lead_3,Program Change,,0,0,127
nord_lead_2_pc_0,nord_lead_2,Program Change,,0,0,127
nord_lead_4_pc_0,nord_lead_4,Program Change,,0,0,127
nord_c2_pc_0,nord_c2,Program Change,,0,0,127
nord_c1_pc_0,nord_c1,Program Change,,0,0,127
nord_wave_pc_0,nord_wave,Program Change,,0,0,127
nord_piano_pc_0,nord_piano,Program Change,,0,0,127
nord_stage_pc_0,nord_stage,Program Change,,0,0,127
nord_lead_a1_pc_0,nord_lead_a1,Program Change,,0,0,127
nord_electro_4_sw_pc_0,nord_electro_4_sw,Program Change,,0,0,127
nord_electro_4d_pc_0,nord_electro_4d,Program Change,,0,0,127
nord_lead_2x_pc_0,nord_lead_2x,Program Change,,0,0,127
nord_electro_5d_61__pc_0,nord_electro_5d_61_,Program Change,,0,0,127
nord_piano_2_hp_pc_0,nord_piano_2_hp,Program Change,,0,0,127
nord_stage_ex_pc_0,nord_stage_ex,Program Change,,0,0,127
chase_bliss_audio_habit_pc_0,chase_bliss_audio_habit,Program Change,,0,0,127
chase_bliss_audio_lossy_pc_0,chase_bliss_audio_lossy,Program Change,"
",0,0,127
chase_bliss_audio_warped_vinyl_hifi_pc_0,chase_bliss_audio_warped_vinyl_hifi,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_thermae_pc_0,chase_bliss_audio_thermae,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_wombtone_mkii_pc_0,chase_bliss_audio_wombtone_mkii,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both the TAP and BYPASS switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_generation_loss_mkii_pc_0,chase_bliss_audio_generation_loss_mkii,Program Change,,0,0,127
chase_bliss_audio_cxm_1978_pc_0,chase_bliss_audio_cxm_1978,Program Change,"SAVING A PRESET VIA MIDI

You can save your current settings via MIDI to any of the 30 preset slots. Send CC#27 and the value (0-29) will save the current configuration to the 
intended preset slot. Remember, you can also save a preset to the current slot at any time by pressing and holding the SAVE stomp switch on the pedal.

RECALLING A PRESET VIA MIDI

Presets 0-29 are recalled using Program Changes 0-29. You can do this by sending the corresponding Program Change message
from your MIDI controller. For example, sending a Program Change message of “4” loads bank one (left LED off), preset four.
Sending a message of “17” loads bank two (left LED red), preset seven. Sending a program change of “20” loads bank three (left LED green), preset zero.

 
",0,0,127
chase_bliss_audio_mood_pc_0,chase_bliss_audio_mood,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_condor_pc_0,chase_bliss_audio_condor,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_onward_pc_0,chase_bliss_audio_onward,Program Change,"SAVING A PRESET VIA MIDI
There are 122 total slots.
Slots 1 and 2 correspond to the preset toggle on the pedal.
Slot 1 is the right slot. Slot 2 is the left slot.

RECALLING A PRESET VIA MIDI
To recall a preset, simply send Onward a Program Change message.
If the target slot is empty, then nothing will be recalled.
There are no factory presets besides
the two that come loaded in slots 1 and 2.
Sending a Program Change message of 0 puts the pedal in “Live” mode,
matching the current settings of the pedal.

",0,0,127
chase_bliss_audio_brothersam_pc_0,chase_bliss_audio_brothersam,Program Change,,0,0,127
chase_bliss_audio_bliss_factory_pc_0,chase_bliss_audio_bliss_factory,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_mood_mkii_pc_0,chase_bliss_audio_mood_mkii,Program Change,"SAVING A PRESET VIA MIDI
Presets are both saved and recalled by using Program Change (PC) messages.
To save a preset, send a PC messag  while holding down both foot switches.
Sending a Program Change message of 45, for example,
will save your current settings to preset 45.
There are 122 total slots.
Slots 1 and 2 correspond to the preset toggle on the pedal.
Slot 1 is the right slot. Slot 2 is the left slot.

RECALLING A PRESET VIA MIDI
To recall a preset, simply send MOOD MKII a Program Change message.
If the target slot is empty, then nothing  gwill be recalled.
There are no factory presets besides
the two that come loaded in slots 1 and 2.
Sending a Program Change message of 0 puts the pedal in “Live” mode,
matching the current settings of the pedal.

",0,0,127
chase_bliss_audio_dark_world_pc_0,chase_bliss_audio_dark_world,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_reverse_mode_c_pc_0,chase_bliss_audio_reverse_mode_c,Program Change,"SAVING A PRESET VIA MIDI
Presets are both saved and recalled by using Program Change (PC) messages.
To save a preset, send a PC messag  while holding down both foot switches.
Sending a Program Change message of 45, for example,
will save your current settings to preset 45.
There are 122 total slots.
Slots 1 and 2 correspond to the preset toggle on the pedal.
Slot 1 is the right slot. Slot 2 is the left slot.

RECALLING A PRESET VIA MIDI
To recall a preset, simply send Reverse Mode C a Program Change message.
If the target slot is empty, then nothing will be recalled.
There are no factory presets besides
the two that come loaded in slots 1 and 2.
Sending a Program Change message of 0 puts the pedal in “Live” mode,
matching the current settings of the pedal.

",0,0,127
chase_bliss_audio_tonal_recall_pc_0,chase_bliss_audio_tonal_recall,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_brothers_pc_0,chase_bliss_audio_brothers,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_blooper_pc_0,chase_bliss_audio_blooper,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_preamp_mkii_pc_0,chase_bliss_audio_preamp_mkii,Program Change,"RECALLING A PRESET VIA MIDI

Presets 0-29 are recalled using Program Changes 0-29. You can do this by sending the corresponding Program Change message
from your MIDI controller. For example, sending a Program Change message of “4” loads bank one (left LED off), preset four.
Sending a message of “17” loads bank two (left LED red), preset seven. Sending a program change of “20” loads bank three (left LED green), preset zero.

SAVING A PRESET

Once you get the tone you want, hold down the Bypass foot switch
and your settings will be saved to the current preset slot. 
",0,0,127
chase_bliss_audio_generation_loss_mki_pc_0,chase_bliss_audio_generation_loss_mki,Program Change,,0,0,127
chase_bliss_audio_ayahuasca_pc_0,chase_bliss_audio_ayahuasca,Program Change,,0,0,127
chase_bliss_audio_gravitas_pc_0,chase_bliss_audio_gravitas,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_spectre_pc_0,chase_bliss_audio_spectre,Program Change,"RECALLING A PRESET VIA MIDI

You can activate a preset by sending a MIDI Program Change message. For example, sending a Program Change message
of 1 activates preset 1. There are 122 total preset slots available. Slots 1 and 2 are the presets that can be saved
and activateddirectly from the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.

Sending a Program Change message of 0 puts the pedal in “Live” mode which is identical to when the preset toggle
switch is in the middle position, in normal pedal operation.

If you do not save something into presets 3 through 122, nothing will be recalled. There are no factory presets
besides the two that come loaded in slots 1 and 2. The idea is for you to create your own.

SAVING A PRESET VIA MIDI

You save a preset by sending a MIDI Program Change message while holding down both stomp switches. For example,
sending a Program Change message of 45 while holding down both stomp switches will save your current settings to
preset 45. There are 122 total slots. Slots 1 and 2 are the presets that can be saved and activated directly from
the pedal via the preset toggle. Slot 1 is the right slot. Slot 2 is the left slot.
",0,0,127
chase_bliss_audio_clean_pc_0,chase_bliss_audio_clean,Program Change,,0,0,127
fractal_audio_systems_axe-fx_ii_xl+_pc_0,fractal_audio_systems_axe-fx_ii_xl+,Program Change,,0,0,127
fractal_audio_systems_ax8_pc_0,fractal_audio_systems_ax8,Program Change,,0,0,127
fractal_audio_systems_axe-fx_ii_xl_pc_0,fractal_audio_systems_axe-fx_ii_xl,Program Change,,0,0,127
fractal_audio_systems_axe-fx_ii_pc_0,fractal_audio_systems_axe-fx_ii,Program Change,,0,0,127
fractal_audio_systems_fx8_pc_0,fractal_audio_systems_fx8,Program Change,,0,0,127
wmd_geiger_counter_pro_pc_0,wmd_geiger_counter_pro,Program Change,,0,0,127
modor_nf-1_pc_0,modor_nf-1,Program Change,,0,0,127
hughes_&_kettner_grandmeister_deluxe_40_pc_0,hughes_&_kettner_grandmeister_deluxe_40,Program Change,,0,0,127
hughes_&_kettner_triamp_mk3_pc_0,hughes_&_kettner_triamp_mk3,Program Change,,0,0,127
digitech_whammy_dt_pc_0,digitech_whammy_dt,Program Change,"WHAMMY
0 - ▲2 OCT (Active) | 21 - (Bypass)
1 -  ▲ OCT (Active) | 22 - (Bypass)
2 -  ▲ 5TH (Active) | 23 - (Bypass)
3 -  ▲ 4TH (Active) | 24 - (Bypass)
4 -  ▼ 2ND (Active) | 25 - (Bypass)
5 -  ▼ 4TH (Active) | 26 - (Bypass)
6 -  ▼ 5TH (Active) | 27 - (Bypass)
7 -  ▼ OCT (Active) | 28 - (Bypass)
8 - ▼2 OCT (Active) | 29 - (Bypass)
9 - DIVE BOMB (Active) | 30 - (Bypass)

DETUNE    
10 - Deep (Active) | 31 (Bypass)
11 - Shallow (Active) | 32 (Bypass)

HAROMONY    
12 - ▲2ND▼3RD (Active) | 33 (Bypass)
13 - ▲♭3RD▲3RD (Active) | 34 (Bypass)
14 - ▲3RD▲4TH (Active) | 35 (Bypass)
15 - ▲4TH▲5TH (Active) | 36 (Bypass)
16 - ▲5TH▲6TH (Active) | 37 (Bypass)
17 - ▲5TH▲7TH (Active) | 38 (Bypass)
18 - ▼4TH▼3RD (Active) | 39 (Bypass)
19 - ▼5TH▼4TH (Active) | 40 (Bypass)
20 - ▼OCT▲OCT (Active) | 41 (Bypass)

DROP TUNE 
Shift Up: 
42 - 1 (Active) | 60 (Bypass)
43 - 2 (Active) | 61 (Bypass)
44 - 3 (Active) | 62 (Bypass)
45 - 4 (Active) | 63 (Bypass)
46 - 5 (Active) | 64 (Bypass)
47 - 6 (Active) | 65 (Bypass)
48 - 7 (Active) | 66 (Bypass)
49 - OCT (Active) | 67 (Bypass)
50 - OCT + Dry (Active) | 68 (Bypass)

Shift Down: 
51 - OCT + Dry (Active) | 69 (Bypass)
52 - OCT (Active) | 70 (Bypass)
53 - 7 (Active) | 71 (Bypass)
54 - 6 (Active) | 72 (Bypass)
55 - 5 (Active) | 73 (Bypass)
56 - 4 (Active) | 74 (Bypass)
57 - 3 (Active) | 75 (Bypass)
58 - 2 (Active) | 76 (Bypass)
59 - 1 (Active) | 77 (Bypass)

",0,0,127
digitech_bass_whammy_pc_0,digitech_bass_whammy,Program Change,,0,0,127
digitech_whammy_pc_0,digitech_whammy,Program Change,,0,0,127
adrenalinn_iii_pc_0,adrenalinn_iii,Program Change,,0,0,127
dreadbox_typhon_pc_0,dreadbox_typhon,Program Change,,0,0,127
dreadbox_medusa_pc_0,dreadbox_medusa,Program Change,,0,0,127
alexander_space_race_pc_0,alexander_space_race,Program Change,,0,0,127
alexander_superball_pc_0,alexander_superball,Program Change,"Sending PC mesages will load Presets 0-15
0-3 are the Red bank, also accessible by holding the Bypass / Preset footswitch
4-7 are the Green bank
8-11 are the Blue bank
12-15 are the White bank

",0,0,127
alexander_marshmallow_pc_0,alexander_marshmallow,Program Change,,0,0,127
alexander_f.13_neo_pc_0,alexander_f.13_neo,Program Change,,0,0,127
alexander_wavelength_pc_0,alexander_wavelength,Program Change,,0,0,127
alexander_syntax_error_pc_0,alexander_syntax_error,Program Change,,0,0,127
alexander_colour_theory__pc_0,alexander_colour_theory_,Program Change,,0,0,127
alexander_super_neo-matic_pc_0,alexander_super_neo-matic,Program Change,,0,0,127
alexander_quadrant_pc_0,alexander_quadrant,Program Change,"Sending PC mesages will load Presets 0-15
0-3 are the four Red presets on the pedal itself.
4-7 are the Green bank
8-11 are the Blue bank
12-15 are the White bank
",0,0,127
alexander_defender_neo_pc_0,alexander_defender_neo,Program Change,,0,0,127
alexander_quadrant_audio_mirror_pc_0,alexander_quadrant_audio_mirror,Program Change,,0,0,127
alexander_super_radical_delay_pc_0,alexander_super_radical_delay,Program Change,,0,0,127
alexander_oblivion_vintage_delay_pc_0,alexander_oblivion_vintage_delay,Program Change,,0,0,127
alexander_fever_pitch_pc_0,alexander_fever_pitch,Program Change,"
",0,0,127
alexander_radical_delay_dx_pc_0,alexander_radical_delay_dx,Program Change,,0,0,127
alexander_sky_5000_pc_0,alexander_sky_5000,Program Change,,0,0,127
evh_5150iii_100s_head_pc_0,evh_5150iii_100s_head,Program Change,,0,0,127
evh_5150iii_50w_head_pc_0,evh_5150iii_50w_head,Program Change,,0,0,127
evh_5150iii_50w_el34_2x12_combo_pc_0,evh_5150iii_50w_el34_2x12_combo,Program Change,,0,0,127
evh_5150iii_50w_el34_head_pc_0,evh_5150iii_50w_el34_head,Program Change,,0,0,127
evh_5150iii_50w_6l6_1x12_combo_pc_0,evh_5150iii_50w_6l6_1x12_combo,Program Change,,0,0,127
evh_5150iii_50s_6l6_head_pc_0,evh_5150iii_50s_6l6_head,Program Change,,0,0,127
evh_5150iii_50w_el34_1x12_combo_pc_0,evh_5150iii_50w_el34_1x12_combo,Program Change,,0,0,127
evh_5150iii_50w_6l6_2x12_combo_pc_0,evh_5150iii_50w_6l6_2x12_combo,Program Change,,0,0,127
evh_5150iii_50w_6l6_head_pc_0,evh_5150iii_50w_6l6_head,Program Change,,0,0,127
evh_5150iii_100w_head_pc_0,evh_5150iii_100w_head,Program Change,,0,0,127
evh_5150iiis_100w_el34_head_pc_0,evh_5150iiis_100w_el34_head,Program Change,,0,0,127
free_the_tone_ta-1h_tri_avatar_pc_0,free_the_tone_ta-1h_tri_avatar,Program Change,,0,0,127
free_the_tone_flight_time_ft-2y_pc_0,free_the_tone_flight_time_ft-2y,Program Change,,0,0,127
free_the_tone_pa-1qg_pc_0,free_the_tone_pa-1qg,Program Change,,0,0,127
free_the_tone_pa-1qb_pc_0,free_the_tone_pa-1qb,Program Change,,0,0,127
free_the_tone_pa-1qa_pc_0,free_the_tone_pa-1qa,Program Change,,0,0,127
free_the_tone_ff-1y_pc_0,free_the_tone_ff-1y,Program Change,,0,0,127
free_the_tone_as-1r_ambi_space_pc_0,free_the_tone_as-1r_ambi_space,Program Change,,0,0,127
disaster_area_microclockgen4_pc_0,disaster_area_microclockgen4,Program Change,,0,0,127
disaster_area_dpc-8ez_gen2_pc_0,disaster_area_dpc-8ez_gen2,,Loads Presets 0 - 127,,0,127
oscillator_devices_minerva_pc_0,oscillator_devices_minerva,Program Change,,0,0,127
oscillator_devices_siren_pc_0,oscillator_devices_siren,Program Change,,0,0,127
oscillator_devices_goblin-exp_in_ehx_pitch_fork_pc_0,oscillator_devices_goblin-exp_in_ehx_pitch_fork,Program Change,,0,0,127
darkglass_electronics_microtubes_infinity_pc_0,darkglass_electronics_microtubes_infinity,Program Change,,0,0,127
ksr_amplification_artemis_100_pc_0,ksr_amplification_artemis_100,Program Change,,0,0,127
